Graph type;Number of nodes;Edge chance;Opinions affected by Cascade;Opinions Changed by Cascade;Exploration Mode
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;bfs
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.0;0;0;random
random;1000;0.1;987;347;bfs
random;1000;0.1;987;642;bfs
random;1000;0.1;986;339;bfs
random;1000;0.1;988;343;bfs
random;1000;0.1;986;306;bfs
random;1000;0.1;987;318;bfs
random;1000;0.1;984;324;bfs
random;1000;0.1;990;350;bfs
random;1000;0.1;985;323;bfs
random;1000;0.1;988;318;bfs
random;1000;0.1;985;654;bfs
random;1000;0.1;977;310;bfs
random;1000;0.1;985;333;bfs
random;1000;0.1;987;311;bfs
random;1000;0.1;983;324;bfs
random;1000;0.1;983;323;bfs
random;1000;0.1;987;637;bfs
random;1000;0.1;984;336;bfs
random;1000;0.1;986;332;bfs
random;1000;0.1;986;321;bfs
random;1000;0.1;982;319;bfs
random;1000;0.1;982;336;bfs
random;1000;0.1;981;308;bfs
random;1000;0.1;978;323;bfs
random;1000;0.1;984;653;bfs
random;1000;0.1;980;313;bfs
random;1000;0.1;988;329;bfs
random;1000;0.1;985;333;bfs
random;1000;0.1;989;659;bfs
random;1000;0.1;981;322;bfs
